name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
Manora's Thai Cuisine,https://www.ubereats.com/store/manoras-thai-cuisine/Qzga09U9QmO6cm3bhAjLnA,['Thai'],4.8,20,$,37.770918,-122.415054,+14158616224,94103,1600 Folsom St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '17:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '1600 Folsom St'}","{'@type': 'GeoCoordinates', 'latitude': 37.770918, 'longitude': -122.415054}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '20'}","Manora's Thai Cuisine, 1600 Folsom St, San Francisco, CA, 94103"
O Sole Mio Restaurant,https://www.ubereats.com/store/o-sole-mio-restaurant/dO9sPB9vR5yHAoqQO7tMEw,"['Pizza', 'Italian']",4.7,44,$,37.6012651354047,-122.392128078004,+16506927905,94030,352 Broadway,Millbrae,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '16:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Millbrae', 'addressRegion': 'CA', 'postalCode': '94030', 'addressCountry': 'US', 'streetAddress': '352 Broadway'}","{'@type': 'GeoCoordinates', 'latitude': 37.60126513540467, 'longitude': -122.39212807800374}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '44'}","O Sole Mio Restaurant, 352 Broadway, Millbrae, CA, 94030"
The New Spot on Polk,https://www.ubereats.com/store/the-new-spot-on-polk/0OdflQZHRaGX8CHNLc9GTQ,"['Breakfast and Brunch', 'Burgers', 'Sandwich', 'Salads', 'Healthy', 'Alcohol', 'Family Friendly']",4.8,100,$,37.79889,-122.42254,+14159137775,94109,2401 Polk St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:30', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '15:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94109', 'addressCountry': 'US', 'streetAddress': '2401 Polk St'}","{'@type': 'GeoCoordinates', 'latitude': 37.79889, 'longitude': -122.42254}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","The New Spot on Polk, 2401 Polk St, San Francisco, CA, 94109"
Tadu Ethiopian Kitchen,https://www.ubereats.com/store/tadu-ethiopian-kitchen/yb_MVKxPT0iU7-nr2c-VvA,"['Breakfast and Brunch', 'Vegan Friendly', 'Salads', 'Healthy', 'Family Friendly', 'Black-owned']",4.9,82,$,37.7738565,-122.391691,+14156559344,94158,1120-30 4th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '11:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '11:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94158', 'addressCountry': 'US', 'streetAddress': '1120-30 4th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7738565, 'longitude': -122.391691}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '82'}","Tadu Ethiopian Kitchen, 1120-30 4th St, San Francisco, CA, 94158"
Big B Doner,https://www.ubereats.com/store/big-b-doner/Vl1ZiHu9U62pWD019xCpKg,"['American', 'Breakfast and Brunch', 'Desserts']",,,"",37.79612,-122.40437,+13072182299,94111,57 Columbus Avenue,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94111', 'addressCountry': 'US', 'streetAddress': '57 Columbus Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 37.79612, 'longitude': -122.40437}",{},"Big B Doner, 57 Columbus Avenue, San Francisco, CA, 94111"
Grubstake Diner,https://www.ubereats.com/store/grubstake-diner/0HuhCJQ6RC2jp9vDRI6fBg,"['Burgers', 'Sandwich', 'Steak', 'American', 'Traditional American', 'Family Friendly']",4.6,46,$,37.7893901,-122.4208494,+14158131033,94109,1525 Pine St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '0:0', 'closes': '3:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '18:30', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '0:0', 'closes': '2:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '18:30', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '0:0', 'closes': '3:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '18:30', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94109', 'addressCountry': 'US', 'streetAddress': '1525 Pine St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7893901, 'longitude': -122.4208494}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '46'}","Grubstake Diner, 1525 Pine St, San Francisco, CA, 94109"
Cultivar,https://www.ubereats.com/store/cultivar/ndN6li2ETFWiTln0b9UMWQ,"['American', 'Sandwiches', 'Steak', 'Seafood', 'Salads', 'Breakfast and Brunch', 'Healthy', 'Alcohol']",4.7,35,$$,37.7998629,-122.4424249,+14159624200,94123,2379 Chestnut St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '2379 Chestnut St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7998629, 'longitude': -122.4424249}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '35'}","Cultivar, 2379 Chestnut St, San Francisco, CA, 94123"
El Nuevo Frutilandia,https://www.ubereats.com/store/el-nuevo-frutilandia/S-nBBoAQQQGXOV25-lu_eQ,"['Black-owned', 'Latin American', 'Desserts', 'Coffee and Tea', 'Alcohol']",4.6,20,"",37.7523932,-122.4134634,+14156482958,94110,3077 24th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '3077 24th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7523932, 'longitude': -122.4134634}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '20'}","El Nuevo Frutilandia , 3077 24th St, San Francisco, CA, 94110"
SOMA Restaurant,https://www.ubereats.com/store/soma-restaurant/CeAEP03aS-SPyumvwtVsew,"['Italian', 'Pasta', 'Breakfast and Brunch']",,,$$,37.78301,-122.40651,+14157788500,94103,85 5th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '85 5th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.78301, 'longitude': -122.40651}",{},"SOMA Restaurant, 85 5th St, San Francisco, CA, 94103"
Oh Dessert Cafe,https://www.ubereats.com/store/oh-dessert-cafe/1UjZmk6MQTO4jrwfWqqdOQ,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",4.9,43,$,37.76351,-122.47866,+14157424917,94122,"1919 Irving St, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '18:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1919 Irving St, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.76351, 'longitude': -122.47866}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '43'}","Oh Dessert Cafe, 1919 Irving St, San Francisco, USA, SF, CA, 94122"
Ballast Coffee,https://www.ubereats.com/store/ballast-coffee/qWCmNh1uS_u5a3BbO13LyA,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,,$,37.7374396,-122.4692952,+16505421664,94127,"329 W Portal Ave, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '7:30', 'closes': '16:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94127', 'addressCountry': 'US', 'streetAddress': '329 W Portal Ave, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.7374396, 'longitude': -122.4692952}",{},"Ballast Coffee, 329 W Portal Ave, San Francisco, USA, SF, CA, 94127"
The Dorian,https://www.ubereats.com/store/the-dorian/0oI-WO_7Qk2X8TTW7mXzFg,"['Breakfast and Brunch', 'Burgers', 'American', 'Exclusive to Eats']",,,$$,37.8006117,-122.4364499,+14158142696,94123,"2001 Chestnut St, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '2001 Chestnut St, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.8006117, 'longitude': -122.4364499}",{},"The Dorian, 2001 Chestnut St, San Francisco, USA, SF, CA, 94123"
San Vicente Salvaodrean &amp; Mexican Restaurant,https://www.ubereats.com/store/san-vicente-salvaodrean-%26-mexican-restaurant/KxhTLb1iQ4aVRu4nTwDyrA,"['Mexican', 'Salvadorian', 'Fast Food', 'Breakfast and Brunch', 'Tacos', 'Burritos']",,,$,37.6862679,-122.4593964,+14156421751,94014,2 Chester St,Daly City,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Daly City', 'addressRegion': 'CA', 'postalCode': '94014', 'addressCountry': 'US', 'streetAddress': '2 Chester St'}","{'@type': 'GeoCoordinates', 'latitude': 37.6862679, 'longitude': -122.4593964}",{},"San Vicente Salvaodrean &amp; Mexican Restaurant, 2 Chester St, Daly City, CA, 94014"
Urban Ritual,https://www.ubereats.com/store/urban-ritual/qjImjVNrRECvUv2H8AvYFg,"['Coffee and Tea', 'Bubble Tea']",4.7,78,$,37.7757446,-122.4258728,+14153327331,94102,488 Fell St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94102', 'addressCountry': 'US', 'streetAddress': '488 Fell St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7757446, 'longitude': -122.4258728}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '78'}","Urban Ritual, 488 Fell St, San Francisco, CA, 94102"
Stix,https://www.ubereats.com/store/stix/dcdAiHwpTgKSpUhZKd_XNg,"['Korean', 'Asian', 'Bubble Tea']",4.7,53,"",37.74279,-122.48068,+16505344388,94116,1353 Taraval Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '12:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '18:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94116', 'addressCountry': 'US', 'streetAddress': '1353 Taraval Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.74279, 'longitude': -122.48068}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '53'}","Stix, 1353 Taraval Street, San Francisco, CA, 94116"
1011 Sip Tea,https://www.ubereats.com/store/1011-sip-tea/Fo-7wVC7QgifB13PV7EsNw,"['Bubble Tea', 'Coffee and Tea']",,,"",37.7633684,-122.4808474,+16282802620,94122,2127 Irving St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:30', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '2127 Irving St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7633684, 'longitude': -122.4808474}",{},"1011 Sip Tea, 2127 Irving St, San Francisco, CA, 94122"
Cordova Market Liquor,https://www.ubereats.com/store/cordova-market-liquor/GhQbarLrSw6cBfj1fyiPWw,"['Alcohol', 'Liquor Stores', 'Wine']",5,90,$$,37.7135886,-122.4362562,+14155876995,94112,301 Rolph Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '7:0', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '23:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94112', 'addressCountry': 'US', 'streetAddress': '301 Rolph Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.7135886, 'longitude': -122.4362562}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '90'}","Cordova Market Liquor, 301 Rolph Street, San Francisco, CA, 94112"
Mission Silver Market,https://www.ubereats.com/store/mission-silver-market/yO3F3RgRVnyKP-nNTZ51Og,"['Liquor Stores', 'Alcohol']",,,"",37.728666,-122.43159,+14152392924,94112,4304 Mission St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '20:33'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '8:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '8:0', 'closes': '23:3'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:45', 'closes': '23:3'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94112', 'addressCountry': 'US', 'streetAddress': '4304 Mission St'}","{'@type': 'GeoCoordinates', 'latitude': 37.728666, 'longitude': -122.43159}",{},"Mission Silver Market, 4304 Mission St, San Francisco, CA, 94112"
GAI Chicken Rice (Market St),https://www.ubereats.com/store/gai-chicken-rice-market-st/FXLEE8ejUxOh-ur-eO-jLA,"['Wings', 'Thai', 'Fried Chicken']",4.9,93,"",37.78197,-122.41028,+14152314700,94103,1001 Market Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '1001 Market Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.78197, 'longitude': -122.41028}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '93'}","GAI Chicken Rice (Market St), 1001 Market Street, San Francisco, CA, 94103"
Next Level Burger (Potrero Hill),https://www.ubereats.com/store/next-level-burger-potrero-hill/D0rqCV3uTWaCmqglbGwOjA,"['Vegan', 'Burgers', 'Healthy', 'Ice Cream', 'Group Friendly']",4.8,100,$,37.7646,-122.4028669,+14158298485,94107,450 Rhode Island St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94107', 'addressCountry': 'US', 'streetAddress': '450 Rhode Island St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7646, 'longitude': -122.4028669}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Next Level Burger (Potrero Hill), 450 Rhode Island St, San Francisco, CA, 94107"
